,message.sender_id,message.text, message.date,message.id,message.post_author,message.views,message.peer_id.channel_id
41,402462411.0,3ridge 트윗팔로우요,2023-06-20 06:57:55+00:00,716,,,1810966644
42,2096891851.0,hi,2023-06-20 06:56:27+00:00,714,,,1810966644
43,1628292798.0,,2023-06-20 06:47:36+00:00,709,,,1810966644
44,507909471.0,안녕하세용,2023-06-20 06:42:42+00:00,707,,,1810966644
45,720410443.0,,2023-06-20 06:41:22+00:00,704,,,1810966644
46,527491966.0,ㅎㅇ,2023-06-20 06:40:35+00:00,702,,,1810966644
47,887587340.0,higd,2023-06-20 06:34:35+00:00,699,,,1810966644
48,1716444427.0,hi,2023-06-20 06:29:56+00:00,695,,,1810966644
49,482157825.0,하이,2023-06-20 06:22:49+00:00,693,,,1810966644
50,6168390861.0,하이,2023-06-20 06:03:23+00:00,682,,,1810966644
51,2021133132.0,하요,2023-06-20 06:01:04+00:00,678,,,1810966644
52,6285881398.0,하이용ㅁ,2023-06-20 05:56:50+00:00,669,,,1810966644
53,1600928661.0,ㅎㅇ,2023-06-20 05:51:43+00:00,666,,,1810966644
54,5554895128.0,안녕하세여,2023-06-20 05:41:52+00:00,661,,,1810966644
55,1365854100.0,커피사냥~~,2023-06-20 05:32:42+00:00,656,,,1810966644
56,5618237516.0,ㅎㅇㅎㅇ,2023-06-20 05:31:53+00:00,654,,,1810966644
57,2022234862.0,gd,2023-06-20 05:29:49+00:00,650,,,1810966644
58,5481341340.0,ㅎㅇㅎㅇ,2023-06-20 05:28:42+00:00,647,,,1810966644
59,1786728268.0,hi,2023-06-20 05:28:25+00:00,646,,,1810966644
60,1738036536.0,하이요,2023-06-20 05:27:48+00:00,645,,,1810966644
61,1764336340.0,gm,2023-06-20 05:26:35+00:00,641,,,1810966644
62,1421025432.0,gm,2023-06-20 05:25:08+00:00,640,,,1810966644
63,1679314795.0,d,2023-06-20 05:25:01+00:00,639,,,1810966644
64,2130192769.0,ㅗㅑ,2023-06-20 05:24:17+00:00,636,,,1810966644
65,1213677835.0,하위,2023-06-20 05:22:45+00:00,632,,,1810966644
66,5481341340.0,hello WangBang,2023-06-20 05:22:17+00:00,629,,,1810966644
67,863167458.0,hi,2023-06-20 05:21:39+00:00,628,,,1810966644
68,5481341340.0,"쓰릿지 디스코드에 문의 남겨주시면 도움 드리겠습니다!

https://discord.com/invite/3ridge",2023-06-20 04:53:26+00:00,615,,,1810966644
69,5481341340.0,이메일 연동하기 맞나요?,2023-06-20 04:47:57+00:00,614,,,1810966644
70,5481341340.0,두번째 이벤트 어떤걸 말씀하시는건가요?,2023-06-20 04:47:47+00:00,613,,,1810966644
71,402462411.0,앱토스 두번째 이벤트 왤케 팔로우 했는데 확인하기가 안되용 몇번을 햇눈지,2023-06-19 18:09:47+00:00,611,,,1810966644
72,5632165487.0,이 기회를 놓치지 마세요!,2023-06-19 02:46:11+00:00,607,,,1810966644
73,5492764610.0,지금 바로 주문하세요!,2023-06-19 02:45:29+00:00,606,,,1810966644
74,5492764610.0,11 APT 단돈 8만원!,2023-06-19 02:45:24+00:00,605,,,1810966644
75,5492764610.0,앱토스 스테이킹에 참여하고 싶으신가요?,2023-06-19 02:45:19+00:00,604,,,1810966644
76,5481341340.0,직접 밸리데이터가 되지 않고도 스테이킹 권한을 위임해서 참여 및 보상받을 수 있다는 장점이 있네요. 11 APT만으로도 참여 가능하다는데 현재 1 APT = US$6.73 이니까 8-9만원정도?,2023-06-19 02:39:35+00:00,603,,,1810966644
77,5481341340.0,여기에 한글로 자세히 나와있습니다,2023-06-19 02:36:11+00:00,602,,,1810966644
78,5481341340.0,전에 스테이킹 어디서 하는지 물어봤던 분 계셨는데,2023-06-19 02:34:45+00:00,601,,,1810966644
79,5481341340.0,앱모닝,2023-06-19 02:34:05+00:00,600,,,1810966644
80,-1001808345971.0,"✨ **앱토스** **네트워크 — 위임 스테이킹 소개** ✨

앱토스는 위임 스테이킹(Delegated Staking)을 도입하여 보다 포용적이고 쉽게 접근할 수 있는 네트워크를 조성했습니다. 이제 참가자들은 최소 11 APT만으로도 스테이킹에 참여할 수 있습니다. 

**위임 스테이킹이 제공하는 기능과 스테이킹에 참여하는 방법에 대해 자세히 알아보세요**⤵️
https://bit.ly/delegated_staking",2023-06-19 02:32:44+00:00,599,,285.0,1810966644
81,1294418574.0,하이요,2023-06-17 08:03:24+00:00,593,,,1810966644
82,1690600113.0,안녕하세요,2023-06-17 07:51:04+00:00,592,,,1810966644
83,6208309597.0,옹.@..독도,2023-06-16 05:50:51+00:00,564,,,1810966644
84,5497305510.0,네 저는 독도앞바다에 살고있어요,2023-06-16 02:13:52+00:00,554,,,1810966644
85,6100325917.0,커피줘!,2023-06-16 02:07:08+00:00,553,,,1810966644
86,5481341340.0,안녕하세요!,2023-06-16 02:05:36+00:00,552,,,1810966644
87,462213184.0,안녕하세욥~,2023-06-16 02:05:20+00:00,551,,,1810966644
88,5481341340.0,독도 출신이신가요,2023-06-16 02:04:57+00:00,549,,,1810966644
89,5481341340.0,저는 코리안 아메리칸 입니다ㅋㅋ,2023-06-16 02:03:40+00:00,548,,,1810966644
90,5497305510.0,제임스님은 한국인 이신가요,2023-06-16 02:00:13+00:00,547,,,1810966644
91,2057669829.0,반갑습니당,2023-06-16 01:59:51+00:00,546,,,1810966644
92,5481341340.0,"앱토스 공식 한국 커뮤니티의 일원으로서 지켜야 할 준수 사항 전해드립니다.

1. 욕설, 비하, 부적절한 언행 금지
2. 스팸 금지
3. 가격 관련 혹은 출처가 불분명한 정보 FUD 금지

어길시 경고/강퇴 조치하겠습니다.

앱토스 생태계 관련 건전한 콘텐츠와 대화는 환영합니다.",2023-06-16 01:35:33+00:00,542,,,1810966644
93,5497305510.0,커피좀요,2023-06-16 00:24:15+00:00,537,,,1810966644
94,526268810.0,커피좀요,2023-06-16 00:15:13+00:00,534,,,1810966644
95,6034275713.0,하염,2023-06-16 00:05:43+00:00,532,,,1810966644
96,1286124689.0,Hi,2023-06-16 00:00:36+00:00,531,,,1810966644
97,1111234473.0,안녕하세요~,2023-06-15 22:59:20+00:00,523,,,1810966644
98,1703168414.0,하이,2023-06-15 14:31:44+00:00,515,,,1810966644
99,548866520.0,앱토수이,2023-06-15 14:27:01+00:00,513,,,1810966644
100,1272359414.0,안녕!,2023-06-15 13:57:13+00:00,509,,,1810966644
101,548866520.0,,2023-06-15 12:28:33+00:00,495,,,1810966644
102,1832533556.0,,2023-06-15 12:28:06+00:00,494,,,1810966644
103,1034881608.0,반갑븝니다,2023-06-15 12:25:14+00:00,493,,,1810966644
104,1354379756.0,안녕하세요,2023-06-15 11:01:08+00:00,488,,,1810966644
105,775507516.0,안녕하세요,2023-06-15 10:15:32+00:00,485,,,1810966644
106,5495921965.0,하이,2023-06-15 10:12:57+00:00,483,,,1810966644
107,1781544950.0,안녕하세요,2023-06-15 09:54:27+00:00,478,,,1810966644
108,1294418574.0,,2023-06-15 09:42:42+00:00,474,,,1810966644
109,1294418574.0,커피말고 USDC이런거 주지,2023-06-15 09:42:37+00:00,473,,,1810966644
110,1765546270.0,하이요 하이,2023-06-15 09:16:03+00:00,471,,,1810966644
111,5481341340.0,안녕하세요~!,2023-06-15 08:49:58+00:00,465,,,1810966644
112,1204240394.0,안녕하세요,2023-06-15 08:47:05+00:00,464,,,1810966644
113,1683798294.0,앱토스!!,2023-06-15 08:46:44+00:00,463,,,1810966644
114,1683798294.0,하잉,2023-06-15 08:46:41+00:00,462,,,1810966644
115,5492764610.0,아 폰템에서 되는구나,2023-06-15 08:29:27+00:00,456,,,1810966644
116,1750941219.0,,2023-06-15 08:27:45+00:00,454,,,1810966644
117,5481341340.0,"스테이킹은 [앱토스 익스플로러](https://explorer.aptoslabs.com/validators/delegation?network=mainnet) 혹은 앱토스 파트너들이 만든 스테이킹 인터페이스를 통해 가능합니다.

월렛 스테이킹:
- [Fewcha Wallet](https://fewcha.app/) ([튜토리얼](https://medium.com/@fewchawallet/join-the-revolution-fewcha-wallet-introduces-game-changing-apt-delegation-staking-for-all-c1b7512e981f))

스테이킹 포털:
- [Pontem Network](https://liquidswap.com/#/aptos-staking) ([튜토리얼](https://pontem.network/posts/native-aptos-delegated-staking-tutorial))
- [NodesGuru](https://aptostake.guru/) ([튜토리얼](https://www.youtube.com/watch?v=26Pn2-AJBvc))
- [Tortuga](https://stake.new/)",2023-06-15 08:27:44+00:00,453,,,1810966644
118,2083470250.0,앱토스살까?,2023-06-15 08:26:09+00:00,452,,,1810966644
119,2083470250.0,피치민트야,2023-06-15 08:26:05+00:00,451,,,1810966644
120,545631162.0,,2023-06-15 08:25:11+00:00,450,,,1810966644
121,2083470250.0,gm,2023-06-15 08:22:59+00:00,449,,,1810966644
122,1899328946.0,,2023-06-15 08:22:02+00:00,448,,,1810966644
123,1899328946.0,GM,2023-06-15 08:21:52+00:00,447,,,1810966644
124,2083470250.0,내일부터임,2023-06-15 08:20:13+00:00,443,,,1810966644
125,2083470250.0,근데 생각해보니,2023-06-15 08:20:11+00:00,442,,,1810966644
126,2083470250.0,ㄱㅅㄱㅅ,2023-06-15 08:20:07+00:00,441,,,1810966644
127,6100325917.0,다이어트 화이팅,2023-06-15 08:20:04+00:00,440,,,1810966644
128,2083470250.0,응,2023-06-15 08:20:00+00:00,439,,,1810966644
129,6100325917.0,그러던가,2023-06-15 08:19:57+00:00,438,,,1810966644
130,2083470250.0,아파트 물타야지,2023-06-15 08:19:46+00:00,437,,,1810966644
131,2083470250.0,팔라고에 팔고,2023-06-15 08:19:42+00:00,436,,,1810966644
132,2083470250.0,싫은데?,2023-06-15 08:19:36+00:00,435,,,1810966644
133,6100325917.0,당첨되면 저 주세요,2023-06-15 08:19:31+00:00,434,,,1810966644
134,2083470250.0,나만 못 먹긴 억울하자너,2023-06-15 08:19:06+00:00,433,,,1810966644
135,2083470250.0,오늘부터긴한데,2023-06-15 08:19:01+00:00,432,,,1810966644
136,2083470250.0,저 다이어트 시작함,2023-06-15 08:18:52+00:00,431,,,1810966644
137,2083470250.0,피자주지마요,2023-06-15 08:18:47+00:00,430,,,1810966644
138,5481341340.0,피자일지 치킨일지...ㅎ,2023-06-15 08:16:34+00:00,428,,,1810966644
139,5481341340.0,커피는 추첨입니다,2023-06-15 08:15:52+00:00,427,,,1810966644
140,2019447226.0,나도 먹고 싶다,2023-06-15 08:15:33+00:00,426,,,1810966644
141,2019447226.0,커피,2023-06-15 08:15:30+00:00,425,,,1810966644
142,5497305510.0,아파트 20불에 물리신분 계심?,2023-06-15 08:13:28+00:00,424,,,1810966644
143,6100325917.0,피자는 언제줘요?,2023-06-15 08:10:41+00:00,421,,,1810966644
144,6100325917.0,커피 선착순인가요?,2023-06-15 08:10:28+00:00,419,,,1810966644
145,548866520.0,전 이전부터 있었으니 커피주시죠,2023-06-15 08:09:27+00:00,418,,,1810966644
146,5571775409.0,고냥이 늪트도 주세요,2023-06-15 08:07:54+00:00,417,,,1810966644
147,5497305510.0,내가받을거야,2023-06-15 08:06:57+00:00,416,,,1810966644
148,5497305510.0,추첨이야,2023-06-15 08:06:54+00:00,415,,,1810966644
149,5497305510.0,아 오지마,2023-06-15 08:06:52+00:00,414,,,1810966644
150,5497305510.0,ㅋ,2023-06-15 08:06:47+00:00,413,,,1810966644
151,1763836726.0,하잇,2023-06-15 08:06:26+00:00,412,,,1810966644
152,5492764610.0,나오면 네트워크 수수료좀 나오나요,2023-06-15 08:05:47+00:00,409,,,1810966644
153,5492764610.0,아맞다 메타픽셀,2023-06-15 08:05:31+00:00,408,,,1810966644
154,5571775409.0,그랑사가는 어찌되었나유,2023-06-15 08:05:23+00:00,407,,,1810966644
155,5492764610.0,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2023-06-15 08:05:17+00:00,406,,,1810966644
156,5492764610.0,해야할거아이가,2023-06-15 08:04:59+00:00,403,,,1810966644
157,5492764610.0,유틸리티 팍팍 내고 으이?,2023-06-15 08:04:55+00:00,402,,,1810966644
158,5492764610.0,그럼 빨리 디앱 쓱삭 만들고 어?,2023-06-15 08:04:48+00:00,401,,,1810966644
159,5571775409.0,어예,2023-06-15 08:04:46+00:00,400,,,1810966644
160,5497305510.0,그렇긴하지,2023-06-15 08:04:32+00:00,398,,,1810966644
161,5497305510.0,유통물량 풀릴거 생각하면,2023-06-15 08:04:29+00:00,397,,,1810966644
162,5492764610.0,아파트 폰지임?,2023-06-15 08:04:01+00:00,395,,,1810966644
163,5495283139.0,모든 코인이 폰지인데,2023-06-15 08:03:46+00:00,394,,,1810966644
164,5495283139.0,스테이킹을 왜함,2023-06-15 08:03:42+00:00,393,,,1810966644
165,5492764610.0,사보게 ㅋ.ㅋ,2023-06-15 08:03:35+00:00,392,,,1810966644
166,5492764610.0,좀더 박살나면,2023-06-15 08:03:32+00:00,391,,,1810966644
167,5492764610.0,한번도 안사봤는데,2023-06-15 08:03:22+00:00,390,,,1810966644
168,5492764610.0,어디서해요?,2023-06-15 08:03:20+00:00,388,,,1810966644
169,5492764610.0,아파트코인 스테이킹,2023-06-15 08:03:18+00:00,387,,,1810966644
170,1750941219.0,저는 모든체인을 사랑합니다,2023-06-15 08:02:58+00:00,386,,,1810966644
171,5495283139.0,머니스택님 방 보고 왔습니다,2023-06-15 08:02:54+00:00,385,,,1810966644
172,5497305510.0,스파이인가,2023-06-15 08:02:39+00:00,384,,,1810966644
173,5497305510.0,근데 고매님 여기계셔도되는건가요,2023-06-15 08:02:29+00:00,383,,,1810966644
174,5495283139.0,Hello,2023-06-15 08:02:29+00:00,382,,,1810966644
175,6100325917.0,커피 줘!,2023-06-15 08:02:08+00:00,380,,,1810966644
176,6100325917.0,커피도 좋긴해요,2023-06-15 08:02:05+00:00,379,,,1810966644
177,5497305510.0,ㅎㅇㅎㅇ,2023-06-15 08:01:45+00:00,377,,,1810966644
178,5492764610.0,APT,2023-06-15 08:01:42+00:00,376,,,1810966644
179,1750941219.0,안녕하세요,2023-06-15 08:01:34+00:00,374,,,1810966644
180,43594346.0,코인같이투자 보고 왔습니다,2023-06-15 08:00:50+00:00,372,,,1810966644
181,6100325917.0,피자먹고싶어요,2023-06-15 08:00:29+00:00,371,,,1810966644
182,5497305510.0,피자로바꿔주셈,2023-06-15 08:00:26+00:00,370,,,1810966644
183,5497305510.0,100명도 안들어올거같은데,2023-06-15 08:00:24+00:00,369,,,1810966644
184,5497305510.0,커피 100명인데,2023-06-15 08:00:22+00:00,367,,,1810966644
185,5497305510.0,오 피자주셈,2023-06-15 08:00:10+00:00,366,,,1810966644
186,6100325917.0,피자피자!,2023-06-15 08:00:05+00:00,365,,,1810966644
187,5497305510.0,디스프레드 믿을만한곳임?,2023-06-15 07:59:52+00:00,363,,,1810966644
188,5497305510.0,털리고그런거아니겠지,2023-06-15 07:59:41+00:00,361,,,1810966644
189,5497305510.0,근데이거지갑연결해도되는거임?,2023-06-15 07:59:38+00:00,360,,,1810966644
190,5497305510.0,,2023-06-15 07:59:09+00:00,358,,,1810966644
191,5497305510.0,하이요,2023-06-15 07:58:45+00:00,356,,,1810966644
192,1621717232.0,갱생코인 brings me here,2023-06-15 07:58:34+00:00,355,,,1810966644
193,5497305510.0,설치해야겠네,2023-06-15 07:58:33+00:00,354,,,1810966644
194,5497305510.0,지갑없는데,2023-06-15 07:58:28+00:00,353,,,1810966644
195,5497305510.0,오 감사요,2023-06-15 07:58:26+00:00,352,,,1810966644
196,557219924.0,페트라 지갑 있으면 앱토스 버튼 누르면 될겁니다,2023-06-15 07:58:17+00:00,351,,,1810966644
197,5497305510.0,디스프레드가뭐임,2023-06-15 07:58:09+00:00,350,,,1810966644
198,545631162.0,안녕하세요 코인같이투자 보고 왔습니다,2023-06-15 07:57:57+00:00,349,,,1810966644
199,5497305510.0,뭐해애ㅑ되나요,2023-06-15 07:57:50+00:00,346,,,1810966644
200,5497305510.0,관리자님 지갑연결,2023-06-15 07:57:48+00:00,345,,,1810966644
201,5497305510.0,,2023-06-15 07:57:46+00:00,344,,,1810966644
202,1882722804.0,2잔씩 주세요 감사합니다,2023-06-15 07:57:43+00:00,343,,,1810966644
203,5039097345.0,방가워요,2023-06-15 07:57:42+00:00,342,,,1810966644
204,904837981.0,,2023-06-15 07:57:35+00:00,341,,,1810966644
205,1882722804.0,ㅎㅇ,2023-06-15 07:57:32+00:00,340,,,1810966644
206,1971221391.0,디스프레드에서 만든 웹3 온보딩 플랫폼?,2023-06-15 07:57:29+00:00,338,,,1810966644
207,545631162.0,뭐여,2023-06-15 07:57:22+00:00,336,,,1810966644
208,5797644001.0,hu,2023-06-15 07:57:00+00:00,333,,,1810966644
209,5497305510.0,뭐하는데임,2023-06-15 07:56:45+00:00,331,,,1810966644
210,5497305510.0,근데 3ridge 저건,2023-06-15 07:56:44+00:00,330,,,1810966644
211,5497305510.0,으이,2023-06-15 07:56:30+00:00,328,,,1810966644
212,5497305510.0,받아야지,2023-06-15 07:56:29+00:00,327,,,1810966644
213,5497305510.0,뭐준다하면 악착같이,2023-06-15 07:56:28+00:00,326,,,1810966644
214,5497305510.0,커피꽁짜라는데,2023-06-15 07:56:14+00:00,324,,,1810966644
215,5497305510.0,다들 배가불러가지고,2023-06-15 07:56:12+00:00,323,,,1810966644
216,5497305510.0,별로오지도않네,2023-06-15 07:56:09+00:00,322,,,1810966644
217,5497305510.0,커피준대도,2023-06-15 07:56:06+00:00,321,,,1810966644
218,1785393233.0,네 아닙니다,2023-06-15 07:56:05+00:00,320,,,1810966644
219,5497305510.0,들어와있었는데,2023-06-15 07:56:04+00:00,319,,,1810966644
220,5497305510.0,와 여기 첨만들어졌을때부터,2023-06-15 07:56:01+00:00,318,,,1810966644
221,1764336340.0,아 여기가 아닌가,2023-06-15 07:55:40+00:00,315,,,1810966644
222,1764336340.0,머니스택!,2023-06-15 07:55:37+00:00,314,,,1810966644
223,1764336340.0,커피 못참지,2023-06-15 07:55:25+00:00,313,,,1810966644
224,1136182109.0,"하요, 갱생코인에서 왔습니다",2023-06-15 07:55:04+00:00,311,,,1810966644
225,5018372810.0,카즈하,2023-06-15 07:52:52+00:00,304,,,1810966644
226,5497305510.0,ㅋㅋ,2023-06-15 07:52:43+00:00,303,,,1810966644
227,1430714692.0,수이는 스캠,2023-06-15 07:52:35+00:00,302,,,1810966644
228,5497305510.0,그런거랄까,2023-06-15 07:52:31+00:00,301,,,1810966644
229,5497305510.0,뱀의 머리,2023-06-15 07:52:30+00:00,300,,,1810966644
230,5497305510.0,솔라나한테 미안하다,2023-06-15 07:52:23+00:00,299,,,1810966644
231,5497305510.0,솔직히 저렇게 셋이 비교하기엔,2023-06-15 07:52:21+00:00,298,,,1810966644
232,5497305510.0,커피줘 응애,2023-06-15 07:52:04+00:00,297,,,1810966644
233,5835223991.0,수이 vs 앱토스 vs 솔라나,2023-06-15 07:51:57+00:00,296,,,1810966644
234,5497305510.0,챗굴챗굴,2023-06-15 07:51:56+00:00,295,,,1810966644
235,5497305510.0,커피주나요,2023-06-15 07:51:52+00:00,294,,,1810966644
236,5497305510.0,채팅열심히하면,2023-06-15 07:51:51+00:00,293,,,1810966644
237,5492764610.0,MS129,2023-06-15 07:51:27+00:00,292,,,1810966644
238,500739267.0,콩밥요,2023-06-15 07:51:24+00:00,291,,,1810966644
239,5497305510.0,콩밥이뭔데요,2023-06-15 07:51:12+00:00,290,,,1810966644
240,500739267.0,안녕하세요 콩밥에서 왔습니다,2023-06-15 07:51:06+00:00,289,,,1810966644
241,5497305510.0,,2023-06-15 07:50:59+00:00,288,,,1810966644
242,5497305510.0,흠,2023-06-15 07:50:52+00:00,287,,,1810966644
243,5497305510.0,근데 커피 추첨이네,2023-06-15 07:50:52+00:00,286,,,1810966644
244,5497305510.0,커피드가자,2023-06-15 07:50:44+00:00,285,,,1810966644
245,5497305510.0,오 커피주네,2023-06-15 07:50:40+00:00,284,,,1810966644
246,1430714692.0,ㄱㅁ 화이팅,2023-06-15 07:50:19+00:00,283,,,1810966644
247,1750941219.0,?,2023-06-15 07:50:10+00:00,282,,,1810966644
248,500739267.0,안녕하세요 항고매에서 왔습니다,2023-06-15 07:49:49+00:00,281,,,1810966644
249,1430714692.0,ㄷㄱㅂ 화이팅,2023-06-15 07:49:34+00:00,280,,,1810966644
250,500739267.0,커피감사합니다,2023-06-15 07:49:27+00:00,279,,,1810966644
251,1851487157.0,?,2023-06-15 07:49:06+00:00,277,,,1810966644
252,500739267.0,안녕하세요 돌곰배에서 왔습니다,2023-06-15 07:49:00+00:00,276,,,1810966644
253,-1001808345971.0,"**✨ 앱토스 한국 공식 커뮤니티 오픈 이벤트✨** 

앱토스 한국 공식 커뮤니티 오픈을 기념하여 웹3 온보딩 플랫폼 3ridge를 통해 한 달간 총 3차례의 이벤트가 진행됩니다. 지금 바로 퀘스트를 수행하고 다양한 경품을 받아 가시길 바랍니다!

**🎁 1차 커뮤니티 이벤트
**- 참여 기간: 2023년 6월 15일 ~ 6월 22일 
- 참여 보상: 커피 기프티콘 100명 추첨

**이벤트 참여하러 가기 ⤵️
**[3ridge 이벤트 링크

](https://www.3ridge.io/event/64882d186bd6711523e2a803)**앱토스 한국 커뮤니티 ⤵️
**https://t.me/AptosKR",2023-06-15 07:47:29+00:00,272,,8950.0,1810966644
254,5481341340.0,마지막에 남은 와인이랑 샴페인 잘 챙겨가셨나요,2023-06-14 12:32:52+00:00,267,,,1810966644
255,548866520.0,즐거웠습니다,2023-06-14 12:31:02+00:00,266,,,1810966644
256,5481341340.0,네 강남역 근처에서ㅋㅋ,2023-06-14 12:30:50+00:00,265,,,1810966644
